Signe_FR;Signe_UE;ID_CATEGORIE_PRODUIT;Catégorie;ID_TYPE_PRODUIT;Classe_UE;SECTEUR;id_appellation;Appellation;id_denomination_geo;Dénomination;Produit;IdProduit;pro_etat;Lib_etat;CVI;Référence;Comité_National;Comité_Régional;Site_INAO;Délégation_Territoriale
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;862;"Meursault premier cru";"Meursault premier cru blanc";9076;2;Publié;1B395;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;845;"Meursault premier cru Charmes";"Meursault premier cru Charmes blanc";9077;2;Publié;"1B395 01";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;845;"Meursault premier cru Charmes";"Meursault premier cru Charmes rouge";9078;2;Publié;"1R395 01";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;846;"Meursault premier cru Clos des Perrières";"Meursault premier cru Clos des Perrières blanc";9079;2;Publié;"1B395 02";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;846;"Meursault premier cru Clos des Perrières";"Meursault premier cru Clos des Perrières rouge";9080;2;Publié;"1R395 02";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;847;"Meursault premier cru Genevrières";"Meursault premier cru Genevrières blanc";9081;2;Publié;"1B395 03";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;847;"Meursault premier cru Genevrières";"Meursault premier cru Genevrières rouge";9082;2;Publié;"1R395 03";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;848;"Meursault premier cru La Jeunellotte";"Meursault premier cru La Jeunellotte blanc";9083;2;Publié;"1B395 04";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;849;"Meursault premier cru La Pièce sous le Bois";"Meursault premier cru La Pièce sous le Bois blanc";9085;2;Publié;"1B395 05";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;850;"Meursault premier cru Le Porusot";"Meursault premier cru Le Porusot blanc";9087;2;Publié;"1B395 06";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;850;"Meursault premier cru Le Porusot";"Meursault premier cru Le Porusot rouge";9088;2;Publié;"1R395 06";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;851;"Meursault premier cru Les Bouchères";"Meursault premier cru Les Bouchères blanc";9089;2;Publié;"1B395 07";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;851;"Meursault premier cru Les Bouchères";"Meursault premier cru Les Bouchères rouge";9090;2;Publié;"1R395 07";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;852;"Meursault premier cru Les Caillerets";"Meursault premier cru Les Caillerets blanc";9091;2;Publié;"1B395 08";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;852;"Meursault premier cru Les Caillerets";"Meursault premier cru Les Caillerets rouge";9092;2;Publié;"1R395 08";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;853;"Meursault premier cru Les Cras";"Meursault premier cru Les Cras blanc";9093;2;Publié;"1B395 09";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;853;"Meursault premier cru Les Cras";"Meursault premier cru Les Cras rouge";9094;2;Publié;"1R395 09";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;854;"Meursault premier cru Les Gouttes d'Or";"Meursault premier cru Les Gouttes d'Or blanc";9097;2;Publié;"1B395 10";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;854;"Meursault premier cru Les Gouttes d'Or";"Meursault premier cru Les Gouttes d'Or rouge";9096;2;Publié;"1R395 10";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;855;"Meursault premier cru Les Plures";"Meursault premier cru Les Plures blanc";9098;2;Publié;"1B395 11";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;1991;"Meursault premier cru Les Ravelles";"Meursault premier cru Les Ravelles blanc";9100;2;Publié;"1B395 18";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;856;"Meursault premier cru Les Santenots Blancs";"Meursault premier cru Les Santenots Blancs blanc";9102;2;Publié;"1B395 12";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;857;"Meursault premier cru Les Santenots du Milieu";"Meursault premier cru Les Santenots du Milieu blanc";9104;2;Publié;"1B395 13";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;858;"Meursault premier cru Perrières";"Meursault premier cru Perrières blanc";9106;2;Publié;"1B395 14";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;858;"Meursault premier cru Perrières";"Meursault premier cru Perrières rouge";9107;2;Publié;"1R395 14";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;859;"Meursault premier cru Porusot";"Meursault premier cru Porusot blanc";9108;2;Publié;"1B395 15";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;859;"Meursault premier cru Porusot";"Meursault premier cru Porusot rouge";9109;2;Publié;"1R395 15";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;862;"Meursault premier cru";"Meursault premier cru rouge";9110;2;Publié;1R395;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;860;"Meursault premier cru Sous Blagny";"Meursault premier cru Sous Blagny blanc";9111;2;Publié;"1B395 16";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;861;"Meursault premier cru Sous le Dos d'Ane";"Meursault premier cru Sous le Dos d'Ane blanc";9113;2;Publié;"1B395 17";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;204;Meursault;2062;"Meursault ou Meursault Côte de Beaune ";"Meursault rouge ou Meursault Côte de Beaune";9115;2;Publié;1R394;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;863;Montagny;Montagny;7742;2;Publié;1B385;;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;913;"Montagny premier cru";"Montagny premier cru";8695;2;Publié;1B383;;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;864;"Montagny premier cru Champ Toizeau";"Montagny premier cru Champ Toizeau";8696;2;Publié;"1B383 09";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;865;"Montagny premier cru Chazelle";"Montagny premier cru Chazelle";8697;2;Publié;"1B383 22";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;866;"Montagny premier cru Cornevent";"Montagny premier cru Cornevent";8698;2;Publié;"1B383 02";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;867;"Montagny premier cru Creux de Beaux Champs";"Montagny premier cru Creux de Beaux Champs";8699;2;Publié;"1B383 27";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;868;"Montagny premier cru L'Epaule";"Montagny premier cru L'Epaule";8734;2;Publié;"1B383 03";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;869;"Montagny premier cru La Condemine du Vieux Château";"Montagny premier cru La Condemine du Vieux Château";8700;2;Publié;"1B383 04";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;870;"Montagny premier cru La Grande Pièce";"Montagny premier cru La Grande Pièce";8701;2;Publié;"1B383 06";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;871;"Montagny premier cru La Moullière";"Montagny premier cru La Moullière";8702;2;Publié;"1B383 07";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;872;"Montagny premier cru Le Clos Chaudron";"Montagny premier cru Le Clos Chaudron";8703;2;Publié;"1B383 10";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;883;"Montagny premier cru Le Cloux";"Montagny premier cru Le Cloux";8704;2;Publié;"1B383 23";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;873;"Montagny premier cru Le Clouzot";"Montagny premier cru Le Clouzot";8705;2;Publié;"1B383 08";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;874;"Montagny premier cru Le Vieux Château";"Montagny premier cru Le Vieux Château";8706;2;Publié;"1B383 13";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;875;"Montagny premier cru Les Bassets";"Montagny premier cru Les Bassets";8707;2;Publié;"1B383 14";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;876;"Montagny premier cru Les Beaux Champs";"Montagny premier cru Les Beaux Champs";8708;2;Publié;"1B383 15";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;877;"Montagny premier cru Les Bonneveaux";"Montagny premier cru Les Bonneveaux";8709;2;Publié;"1B383 16";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;878;"Montagny premier cru Les Bordes";"Montagny premier cru Les Bordes";8710;2;Publié;"1B383 17";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;879;"Montagny premier cru Les Bouchots";"Montagny premier cru Les Bouchots";8711;2;Publié;"1B383 18";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;880;"Montagny premier cru Les Burnins";"Montagny premier cru Les Burnins";8712;2;Publié;"1B383 19";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;881;"Montagny premier cru Les Chaniots";"Montagny premier cru Les Chaniots";8713;2;Publié;"1B383 20";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;882;"Montagny premier cru Les Chaumelottes";"Montagny premier cru Les Chaumelottes";8714;2;Publié;"1B383 21";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;886;"Montagny premier cru Les Coères";"Montagny premier cru Les Coères";8715;2;Publié;"1B383 25";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;884;"Montagny premier cru Les Combes";"Montagny premier cru Les Combes";8716;2;Publié;"1B383 24";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;885;"Montagny premier cru Les Coudrettes";"Montagny premier cru Les Coudrettes";8717;2;Publié;"1B383 46";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;887;"Montagny premier cru Les Craboulettes";"Montagny premier cru Les Craboulettes";8718;2;Publié;"1B383 26";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;888;"Montagny premier cru Les Garchères";"Montagny premier cru Les Garchères";8719;2;Publié;"1B383 05";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;889;"Montagny premier cru Les Gouresses";"Montagny premier cru Les Gouresses";8720;2;Publié;"1B383 28";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;890;"Montagny premier cru Les Jardins";"Montagny premier cru Les Jardins";8721;2;Publié;"1B383 29";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;891;"Montagny premier cru Les Las";"Montagny premier cru Les Las";8722;2;Publié;"1B383 30";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;892;"Montagny premier cru Les Macles";"Montagny premier cru Les Macles";8723;2;Publié;"1B383 31";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;893;"Montagny premier cru Les Maroques";"Montagny premier cru Les Maroques";8724;2;Publié;"1B383 32";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;894;"Montagny premier cru Les Paquiers";"Montagny premier cru Les Paquiers";8725;2;Publié;"1B383 48";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;895;"Montagny premier cru Les Perrières";"Montagny premier cru Les Perrières";8726;2;Publié;"1B383 37";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;896;"Montagny premier cru Les Pidances";"Montagny premier cru Les Pidances";8727;2;Publié;"1B383 45";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;897;"Montagny premier cru Les Platières";"Montagny premier cru Les Platières";8728;2;Publié;"1B383 33";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;898;"Montagny premier cru Les Resses";"Montagny premier cru Les Resses";8729;2;Publié;"1B383 34";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;899;"Montagny premier cru Les Treuffères";"Montagny premier cru Les Treuffères";8730;2;Publié;"1B383 35";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;900;"Montagny premier cru Les Vignes Derrière";"Montagny premier cru Les Vignes Derrière";8731;2;Publié;"1B383 44";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;902;"Montagny premier cru Les Vignes des Prés";"Montagny premier cru Les Vignes des Prés";8732;2;Publié;"1B383 47";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;901;"Montagny premier cru Les Vignes longues";"Montagny premier cru Les Vignes longues";8733;2;Publié;"1B383 38";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;905;"Montagny premier cru Mont Laurent";"Montagny premier cru Mont Laurent";8735;2;Publié;"1B383 12";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;904;"Montagny premier cru Montcuchot";"Montagny premier cru Montcuchot";8736;2;Publié;"1B383 11";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;906;"Montagny premier cru Montorge";"Montagny premier cru Montorge";8737;2;Publié;"1B383 49";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;908;"Montagny premier cru Saint-Ytages";"Montagny premier cru Saint-Ytages";8738;2;Publié;"1B383 43";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;907;"Montagny premier cru Sainte-Morille";"Montagny premier cru Sainte-Morille";8739;2;Publié;"1B383 42";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;909;"Montagny premier cru Sous les Feilles";"Montagny premier cru Sous les Feilles";8740;2;Publié;"1B383 50";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;910;"Montagny premier cru Vigne du soleil";"Montagny premier cru Vigne du soleil";8741;2;Publié;"1B383 40";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;911;"Montagny premier cru Vignes Couland";"Montagny premier cru Vignes Couland";8742;2;Publié;"1B383 36";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;912;"Montagny premier cru Vignes Saint-Pierre";"Montagny premier cru Vignes Saint-Pierre";8743;2;Publié;"1B383 39";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;205;Montagny;903;"Montagny premier cru Vignes sur le Cloux";"Montagny premier cru Vignes sur le Cloux";8744;2;Publié;"1B383 41";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;914;Monthélie;"Monthélie blanc";7738;2;Publié;1B253;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;926;"Monthélie premier cru";"Monthélie premier cru blanc";9425;2;Publié;1B254;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1992;"Monthélie premier cru Clos des Toisières";"Monthélie premier cru Clos des Toisières blanc";9426;2;Publié;"1B254 12";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1992;"Monthélie premier cru Clos des Toisières";"Monthélie premier cru Clos des Toisières rouge";9427;2;Publié;"1R254 12";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;915;"Monthélie premier cru La Taupine";"Monthélie premier cru La Taupine blanc";9428;2;Publié;"1B254 01";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;915;"Monthélie premier cru La Taupine";"Monthélie premier cru La Taupine rouge";9429;2;Publié;"1R254 01";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;916;"Monthélie premier cru Le Cas Rougeot";"Monthélie premier cru Le Cas Rougeot blanc";9430;2;Publié;"1B254 02";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;916;"Monthélie premier cru Le Cas Rougeot";"Monthélie premier cru Le Cas Rougeot rouge";9431;2;Publié;"1R254 02";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;917;"Monthélie premier cru Le Château Gaillard";"Monthélie premier cru Le Château Gaillard blanc";9432;2;Publié;"1B254 03";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;917;"Monthélie premier cru Le Château Gaillard";"Monthélie premier cru Le Château Gaillard rouge";9433;2;Publié;"1R254 03";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;918;"Monthélie premier cru Le Clos Gauthey";"Monthélie premier cru Le Clos Gauthey blanc";9434;2;Publié;"1B254 04";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;918;"Monthélie premier cru Le Clos Gauthey";"Monthélie premier cru Le Clos Gauthey rouge";9435;2;Publié;"1R254 04";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1993;"Monthélie premier cru Le Clou des Chênes";"Monthélie premier cru Le Clou des Chênes blanc";9436;2;Publié;"1B254 13";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1993;"Monthélie premier cru Le Clou des Chênes";"Monthélie premier cru Le Clou des Chênes rouge";9437;2;Publié;"1R254 13";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;919;"Monthélie premier cru Le Meix Bataille";"Monthélie premier cru Le Meix Bataille blanc";9438;2;Publié;"1B254 05";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;919;"Monthélie premier cru Le Meix Bataille";"Monthélie premier cru Le Meix Bataille rouge";9439;2;Publié;"1R254 05";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;920;"Monthélie premier cru Le Village";"Monthélie premier cru Le Village blanc";9440;2;Publié;"1B254 06";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;920;"Monthélie premier cru Le Village";"Monthélie premier cru Le Village rouge";9441;2;Publié;"1R254 06";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1994;"Monthélie premier cru Les Barbières";"Monthélie premier cru Les Barbières blanc";9442;2;Publié;"1B254 14";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1994;"Monthélie premier cru Les Barbières";"Monthélie premier cru Les Barbières rouge";9443;2;Publié;"1R254 14";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;921;"Monthélie premier cru Les Champs Fulliots";"Monthélie premier cru Les Champs Fulliots blanc";9444;2;Publié;"1B254 07";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;921;"Monthélie premier cru Les Champs Fulliots";"Monthélie premier cru Les Champs Fulliots rouge";9445;2;Publié;"1R254 07";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1995;"Monthélie premier cru Les Clous";"Monthélie premier cru Les Clous blanc";9446;2;Publié;"1B254 15";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;1995;"Monthélie premier cru Les Clous";"Monthélie premier cru Les Clous rouge";9447;2;Publié;"1R254 15";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;922;"Monthélie premier cru Les Duresses";"Monthélie premier cru Les Duresses blanc";9448;2;Publié;"1B254 08";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";1;"Vin tranquille";2;Vins;VITICOLE;206;Monthélie;922;"Monthélie premier cru Les Duresses";"Monthélie premier cru Les Duresses rouge";9449;2;Publié;"1R254 08";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
